bank,review,rating,date,source,normalized_date
CBE,It makes life easy!👌,5,2025-05-24,Google Play,2025-05-24
CBE,its not fast,1,2025-05-24,Google Play,2025-05-24
CBE,wow,4,2025-05-24,Google Play,2025-05-24
CBE,it is sooo good,5,2025-05-24,Google Play,2025-05-24
CBE,excellent,5,2025-05-24,Google Play,2025-05-24
CBE,ok,1,2025-05-24,Google Play,2025-05-24
CBE,Fantastic,5,2025-05-23,Google Play,2025-05-23
CBE,accessible to using,5,2025-05-23,Google Play,2025-05-23
CBE,I like it,4,2025-05-23,Google Play,2025-05-23
CBE,why you change default network?,5,2025-05-23,Google Play,2025-05-23
CBE,very nice 👍,5,2025-05-23,Google Play,2025-05-23
CBE,nice fast app,5,2025-05-23,Google Play,2025-05-23
CBE,how to I get my money,5,2025-05-23,Google Play,2025-05-23
CBE,"Very bad, can't even load they need to improve their services.",1,2025-05-22,Google Play,2025-05-22
CBE,"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Google Play,2025-05-22
CBE,very busy I don't know why... I prefer 889,3,2025-05-22,Google Play,2025-05-22
CBE,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Google Play,2025-05-22
CBE,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Google Play,2025-05-22
CBE,hojii bonsaadha,5,2025-05-22,Google Play,2025-05-22
CBE,user-friendly apps.because this app is easy.,5,2025-05-22,Google Play,2025-05-22
CBE,Awosome!!!,5,2025-05-22,Google Play,2025-05-22
CBE,"Very good app,",5,2025-05-22,Google Play,2025-05-22
CBE,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Google Play,2025-05-22
CBE,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Google Play,2025-05-22
CBE,I hate this app 😒,1,2025-05-22,Google Play,2025-05-22
CBE,trustful,5,2025-05-22,Google Play,2025-05-22
CBE,I like,5,2025-05-22,Google Play,2025-05-22
CBE,update issue,4,2025-05-22,Google Play,2025-05-22
CBE,its not working over safari network,1,2025-05-22,Google Play,2025-05-22
CBE,oldie,1,2025-05-22,Google Play,2025-05-22
CBE,it doesn't work,1,2025-05-21,Google Play,2025-05-21
CBE,"This app is good, and we are using it well",1,2025-05-21,Google Play,2025-05-21
CBE,very nice 👌 app for android phone,5,2025-05-21,Google Play,2025-05-21
CBE,Yes Yes,5,2025-05-21,Google Play,2025-05-21
CBE,በጣም ከርፋፋ,1,2025-05-21,Google Play,2025-05-21
CBE,easy to use helpful in my life,5,2025-05-21,Google Play,2025-05-21
CBE,good 👍,4,2025-05-21,Google Play,2025-05-21
CBE,the best mobile banking app,5,2025-05-21,Google Play,2025-05-21
CBE,"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Google Play,2025-05-21
CBE,it's a good application 👍,5,2025-05-21,Google Play,2025-05-21
CBE,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Google Play,2025-05-21
CBE,poor service,1,2025-05-21,Google Play,2025-05-21
CBE,amazing,5,2025-05-20,Google Play,2025-05-20
CBE,it is reliable and easy to use.,5,2025-05-20,Google Play,2025-05-20
CBE,the most annoying mobile banking app I've ever seen,1,2025-05-20,Google Play,2025-05-20
CBE,Cbe mobile banking,5,2025-05-20,Google Play,2025-05-20
CBE,"i can't make Screenshout in this app, please made modification",5,2025-05-20,Google Play,2025-05-20
CBE,Best app I loved it,5,2025-05-19,Google Play,2025-05-19
CBE,nice app,5,2025-05-19,Google Play,2025-05-19
CBE,Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Google Play,2025-05-18
CBE,well satisfied with this beautiful app,5,2025-05-18,Google Play,2025-05-18
CBE,very good,4,2025-05-17,Google Play,2025-05-17
CBE,best app.,5,2025-05-17,Google Play,2025-05-17
CBE,"not working,why???",5,2025-05-17,Google Play,2025-05-17
CBE,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Google Play,2025-05-17
CBE,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Google Play,2025-05-17
CBE,woxe harimo ribiso,5,2025-05-17,Google Play,2025-05-17
CBE,"Good ,easy to use",5,2025-05-16,Google Play,2025-05-16
CBE,Good app,5,2025-05-15,Google Play,2025-05-15
CBE,Good job👍,5,2025-05-14,Google Play,2025-05-14
CBE,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Google Play,2025-05-14
CBE,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Google Play,2025-05-13
CBE,customer service is bad nothing is good about this bank,1,2025-05-13,Google Play,2025-05-13
CBE,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Google Play,2025-05-13
CBE,fast and simple easy to use 👌,5,2025-05-12,Google Play,2025-05-12
CBE,The fastest transferring app I ever had its so reliable,5,2025-05-11,Google Play,2025-05-11
CBE,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Google Play,2025-05-11
CBE,it's easy and fast,5,2025-05-10,Google Play,2025-05-10
CBE,This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Google Play,2025-05-10
CBE,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Google Play,2025-05-09
CBE,wow best application ever,5,2025-05-09,Google Play,2025-05-09
CBE,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Google Play,2025-05-08
CBE,the pride of Ethiopian bank 🏦,5,2025-05-08,Google Play,2025-05-08
CBE,why the app telling me to turn of developer options please fix it.,1,2025-05-07,Google Play,2025-05-07
CBE,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Google Play,2025-05-07
CBE,amazing apps,5,2025-05-06,Google Play,2025-05-06
CBE,All service of Mobile Banking,5,2025-05-06,Google Play,2025-05-06
CBE,needs improvement,1,2025-05-06,Google Play,2025-05-06
CBE,i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Google Play,2025-05-06
CBE,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Google Play,2025-05-06
CBE,good but these week not oky,4,2025-05-06,Google Play,2025-05-06
CBE,well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Google Play,2025-05-06
CBE,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Google Play,2025-05-05
CBE,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Google Play,2025-05-05
CBE,CBE mobilr bankg,5,2025-05-05,Google Play,2025-05-05
CBE,verygood,3,2025-05-05,Google Play,2025-05-05
CBE,ممتاز جدا,5,2025-05-04,Google Play,2025-05-04
CBE,it's very low quality application,1,2025-05-04,Google Play,2025-05-04
CBE,Very Amazing Apps,5,2025-05-04,Google Play,2025-05-04
CBE,አዛ,1,2025-05-04,Google Play,2025-05-04
CBE,wow simple life,5,2025-05-04,Google Play,2025-05-04
CBE,it's nice,5,2025-05-03,Google Play,2025-05-03
CBE,Why stacked sometimes,5,2025-05-03,Google Play,2025-05-03
CBE,okay 👍 but sometimes busy,1,2025-05-03,Google Play,2025-05-03
CBE,the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Google Play,2025-05-03
CBE,Very good app. but disappointed by general cessation of system.,5,2025-05-02,Google Play,2025-05-02
CBE,Good and fast,5,2025-05-02,Google Play,2025-05-02
CBE,Unreliable!,1,2025-05-02,Google Play,2025-05-02
CBE,Best the best fast,5,2025-05-02,Google Play,2025-05-02
CBE,happy,5,2025-05-02,Google Play,2025-05-02
CBE,fast and reliable,5,2025-05-02,Google Play,2025-05-02
CBE,network errorrrrrr,2,2025-05-02,Google Play,2025-05-02
CBE,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Google Play,2025-05-02
CBE,its good and simple to use,5,2025-05-02,Google Play,2025-05-02
CBE,worest app like that bank for security and network access,1,2025-05-02,Google Play,2025-05-02
CBE,it's the best app i,5,2025-05-02,Google Play,2025-05-02
CBE,not bad not good,1,2025-05-02,Google Play,2025-05-02
CBE,its very nice,5,2025-05-02,Google Play,2025-05-02
CBE,do not work this week,3,2025-04-30,Google Play,2025-04-30
CBE,It crashes frequently,4,2025-04-30,Google Play,2025-04-30
CBE,the best,5,2025-04-28,Google Play,2025-04-28
CBE,"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Google Play,2025-04-28
CBE,goid,5,2025-04-28,Google Play,2025-04-28
CBE,best appearance,5,2025-04-27,Google Play,2025-04-27
CBE,it's very good 👍 app,5,2025-04-27,Google Play,2025-04-27
CBE,I need support you,5,2025-04-27,Google Play,2025-04-27
CBE,the worst Mobile banking i have ever seen in my life,1,2025-04-26,Google Play,2025-04-26
CBE,super,5,2025-04-26,Google Play,2025-04-26
CBE,ጠጀጨገጀ።ጀገ,5,2025-04-26,Google Play,2025-04-26
CBE,i like the app,5,2025-04-26,Google Play,2025-04-26
CBE,the Best,1,2025-04-26,Google Play,2025-04-26
CBE,to other bank is bad,1,2025-04-25,Google Play,2025-04-25
CBE,tank's,5,2025-04-25,Google Play,2025-04-25
CBE,its good but add more features such like. bank statement showing,5,2025-04-24,Google Play,2025-04-24
CBE,it is so nice,5,2025-04-24,Google Play,2025-04-24
CBE,Very Good👍,5,2025-04-21,Google Play,2025-04-21
CBE,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Google Play,2025-04-21
CBE,"wow, amazing app",5,2025-04-21,Google Play,2025-04-21
CBE,use ful,5,2025-04-21,Google Play,2025-04-21
CBE,Great app,5,2025-04-21,Google Play,2025-04-21
CBE,well app,5,2025-04-20,Google Play,2025-04-20
CBE,Actually it is inactive,4,2025-04-19,Google Play,2025-04-19
CBE,"slow, only one account is used",2,2025-04-19,Google Play,2025-04-19
CBE,always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Google Play,2025-04-18
CBE,i like it,5,2025-04-18,Google Play,2025-04-18
CBE,why removing screenshot feature why?,1,2025-04-18,Google Play,2025-04-18
CBE,nice apps where network is good in connection,5,2025-04-18,Google Play,2025-04-18
CBE,Thank you!!!,5,2025-04-18,Google Play,2025-04-18
CBE,i can't take screenshot,1,2025-04-18,Google Play,2025-04-18
CBE,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Google Play,2025-04-18
CBE,perfectly special,5,2025-04-18,Google Play,2025-04-18
CBE,Fast and Reliable,5,2025-04-18,Google Play,2025-04-18
CBE,The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Google Play,2025-04-17
CBE,great app!!!,5,2025-04-17,Google Play,2025-04-17
CBE,because sometimes it doesn't working it load too much,3,2025-04-17,Google Play,2025-04-17
CBE,"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Google Play,2025-04-17
CBE,very nice app ever!!!,5,2025-04-16,Google Play,2025-04-16
CBE,the best app,5,2025-04-16,Google Play,2025-04-16
CBE,Biometric security for mobile banking is not available,5,2025-04-16,Google Play,2025-04-16
CBE,great,5,2025-04-15,Google Play,2025-04-15
CBE,Nice service,5,2025-04-15,Google Play,2025-04-15
CBE,great app,5,2025-04-15,Google Play,2025-04-15
CBE,it's special apps,5,2025-04-15,Google Play,2025-04-15
CBE,"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Google Play,2025-04-15
CBE,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Google Play,2025-04-14
CBE,Good 🔥,5,2025-04-14,Google Play,2025-04-14
CBE,very interesting app i am using every day fantastic,5,2025-04-14,Google Play,2025-04-14
CBE,lebaa bank,5,2025-04-14,Google Play,2025-04-14
CBE,Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Google Play,2025-04-13
CBE,OK,5,2025-04-13,Google Play,2025-04-13
CBE,grateful app,5,2025-04-13,Google Play,2025-04-13
CBE,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Google Play,2025-04-13
CBE,everthing wellbeok,3,2025-04-13,Google Play,2025-04-13
CBE,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Google Play,2025-04-13
CBE,nice app 👌,5,2025-04-12,Google Play,2025-04-12
CBE,why did this app is not screenshot,5,2025-04-12,Google Play,2025-04-12
CBE,it so good app,5,2025-04-12,Google Play,2025-04-12
CBE,جميل,5,2025-04-11,Google Play,2025-04-11
CBE,"less network, specially to make fee for utility purpose",1,2025-04-11,Google Play,2025-04-11
CBE,simply for used,4,2025-04-11,Google Play,2025-04-11
CBE,wow keep up,5,2025-04-10,Google Play,2025-04-10
CBE,its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Google Play,2025-04-10
CBE,good one,5,2025-04-10,Google Play,2025-04-10
CBE,everything is easy thank you cebe,5,2025-04-10,Google Play,2025-04-10
CBE,ፈጣን ቀልጣፋ,5,2025-04-10,Google Play,2025-04-10
CBE,ጎበዝ,5,2025-04-09,Google Play,2025-04-09
CBE,but this app says can't sync,5,2025-04-09,Google Play,2025-04-09
CBE,waw,5,2025-04-09,Google Play,2025-04-09
CBE,to slow,3,2025-04-09,Google Play,2025-04-09
CBE,work on screen shot system,4,2025-04-08,Google Play,2025-04-08
CBE,very very nice aplication,1,2025-04-08,Google Play,2025-04-08
CBE,wonder full and it is easy to use,5,2025-04-08,Google Play,2025-04-08
CBE,easy and reliable,2,2025-04-08,Google Play,2025-04-08
CBE,it is Very Useful app 👍,5,2025-04-07,Google Play,2025-04-07
CBE,perfect app,5,2025-04-07,Google Play,2025-04-07
CBE,I like it.,5,2025-04-07,Google Play,2025-04-07
CBE,bugs,3,2025-04-07,Google Play,2025-04-07
CBE,commerial Bank,5,2025-04-06,Google Play,2025-04-06
CBE,Genat biru,2,2025-04-06,Google Play,2025-04-06
CBE,🙏,5,2025-04-06,Google Play,2025-04-06
CBE,it is good but it doesn't allow screen shot,4,2025-04-06,Google Play,2025-04-06
CBE,the best one,5,2025-04-06,Google Play,2025-04-06
CBE,You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Google Play,2025-04-06
CBE,bring back the screenshot feature.,1,2025-04-05,Google Play,2025-04-05
CBE,Good!👍,3,2025-04-05,Google Play,2025-04-05
CBE,best app to experience him that to smooth transaction among the customers,1,2025-04-05,Google Play,2025-04-05
CBE,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Google Play,2025-04-05
CBE,easy to use,5,2025-04-05,Google Play,2025-04-05
CBE,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Google Play,2025-04-04
CBE,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Google Play,2025-04-04
CBE,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Google Play,2025-04-04
CBE,cool ❤,4,2025-04-04,Google Play,2025-04-04
CBE,Best app,5,2025-04-04,Google Play,2025-04-04
CBE,best banking App,4,2025-04-03,Google Play,2025-04-03
CBE,satisfied,5,2025-04-03,Google Play,2025-04-03
CBE,this app is very necessary app many people found it,5,2025-04-03,Google Play,2025-04-03
CBE,cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Google Play,2025-04-03
CBE,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Google Play,2025-04-03
CBE,perfect,5,2025-04-03,Google Play,2025-04-03
CBE,thankyou,5,2025-04-02,Google Play,2025-04-02
CBE,I Like it,5,2025-04-02,Google Play,2025-04-02
CBE,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Google Play,2025-04-02
CBE,smart app,5,2025-04-02,Google Play,2025-04-02
CBE,isin ga'a,2,2025-04-02,Google Play,2025-04-02
CBE,it's great,5,2025-04-02,Google Play,2025-04-02
CBE,very good app and stars faction with work,5,2025-04-02,Google Play,2025-04-02
CBE,It is excelent,5,2025-04-01,Google Play,2025-04-01
CBE,Smart,5,2025-04-01,Google Play,2025-04-01
CBE,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Google Play,2025-04-01
CBE,very interesting app,5,2025-04-01,Google Play,2025-04-01
CBE,wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Google Play,2025-04-01
CBE,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Google Play,2025-04-01
CBE,Excellent🙏app,5,2025-04-01,Google Play,2025-04-01
CBE,the most useful,5,2025-04-01,Google Play,2025-04-01
CBE,I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Google Play,2025-04-01
CBE,Easy to use,5,2025-04-01,Google Play,2025-04-01
CBE,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Google Play,2025-04-01
CBE,Excellent !!!,5,2025-04-01,Google Play,2025-04-01
CBE,always we relay on,5,2025-04-01,Google Play,2025-04-01
CBE,I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Google Play,2025-04-01
CBE,it's need more improvement like Tellbirr.,4,2025-04-01,Google Play,2025-04-01
CBE,goode app,5,2025-04-01,Google Play,2025-04-01
CBE,a very nice app.👍👍👍,5,2025-04-01,Google Play,2025-04-01
CBE,safe easy & fast,5,2025-04-01,Google Play,2025-04-01
CBE,it's good app,5,2025-04-01,Google Play,2025-04-01
CBE,It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Google Play,2025-04-01
CBE,ጥሩ ነው,5,2025-04-01,Google Play,2025-04-01
CBE,እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Google Play,2025-04-01
CBE,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Google Play,2025-04-01
CBE,suitable app,4,2025-04-01,Google Play,2025-04-01
CBE,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Google Play,2025-04-01
CBE,best transaction method of financial,5,2025-04-01,Google Play,2025-04-01
CBE,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Google Play,2025-04-01
CBE,It literarily don't work at all,4,2025-04-01,Google Play,2025-04-01
CBE,good give us plus,5,2025-04-01,Google Play,2025-04-01
CBE,"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Google Play,2025-04-01
CBE,before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Google Play,2025-04-01
CBE,Tnc Cbe,5,2025-04-01,Google Play,2025-04-01
CBE,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Google Play,2025-03-31
CBE,great apps,5,2025-03-31,Google Play,2025-03-31
CBE,Excellent,5,2025-03-31,Google Play,2025-03-31
CBE,Great app!,4,2025-03-31,Google Play,2025-03-31
CBE,CBE,5,2025-03-31,Google Play,2025-03-31
CBE,very good 👍 👏,5,2025-03-31,Google Play,2025-03-31
CBE,great when it works,5,2025-03-31,Google Play,2025-03-31
CBE,"the app is very good, but why screenshots is impossible?",5,2025-03-31,Google Play,2025-03-31
CBE,excellent match application,5,2025-03-31,Google Play,2025-03-31
CBE,The Best app😍😍😍,5,2025-03-31,Google Play,2025-03-31
CBE,excellent app,5,2025-03-31,Google Play,2025-03-31
CBE,easy to use and user friendly,5,2025-03-31,Google Play,2025-03-31
CBE,very nice,5,2025-03-31,Google Play,2025-03-31
CBE,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Google Play,2025-03-31
CBE,well software,5,2025-03-31,Google Play,2025-03-31
CBE,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Google Play,2025-03-31
CBE,CBE very good apps,5,2025-03-31,Google Play,2025-03-31
CBE,"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Google Play,2025-03-31
CBE,excellent service,5,2025-03-31,Google Play,2025-03-31
CBE,it's best,5,2025-03-31,Google Play,2025-03-31
CBE,Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Google Play,2025-03-31
