review_id,review_text,sentiment_label,sentiment_score,bank,rating
47,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",negative,0.9996353387832642,CBE,4
48,i like everything of this app,positive,0.9996908903121948,CBE,5
49,🤬🤬🤬🤬 network 🛜,negative,0.685613214969635,CBE,1
50,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,positive,0.9982792139053345,CBE,5
51,nice,positive,0.9998552799224854,CBE,5
52,good job,positive,0.999835729598999,CBE,5
53,it's awesome!!,positive,0.999871015548706,CBE,5
54,thankyou every one,positive,0.9998461008071899,CBE,5
55,Ronaldo 🇵🇹 🥇,positive,0.9948286414146423,CBE,5
56,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",positive,0.9998852014541626,CBE,5
57,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",negative,0.9997394680976868,CBE,2
58,mortuary app,negative,0.7924914956092834,CBE,5
59,it is smart app but it has stoped after some period of time on my device with out any reason .,negative,0.9961044788360596,CBE,5
60,amazing app I am used this app for one year,positive,0.9991408586502075,CBE,4
61,👍,negative,0.6970565915107727,CBE,5
62,i love it 😍😘,positive,0.9998791217803955,CBE,5
63,It makes life easy!👌,positive,0.9993600249290466,CBE,5
64,its not fast,negative,0.9949808716773987,CBE,1
65,wow,positive,0.999592125415802,CBE,4
66,it is sooo good,positive,0.9998735189437866,CBE,5
67,excellent,positive,0.9998434782028198,CBE,5
68,ok,positive,0.9997851252555847,CBE,1
69,Fantastic,positive,0.9998743534088135,CBE,5
70,accessible to using,positive,0.999116837978363,CBE,5
71,I like it,positive,0.9998593330383301,CBE,4
72,why you change default network?,negative,0.9962357878684998,CBE,5
73,very nice 👍,positive,0.9998577833175659,CBE,5
74,nice fast app,positive,0.999833345413208,CBE,5
75,how to I get my money,negative,0.9934091567993164,CBE,5
76,"Very bad, can't even load they need to improve their services.",negative,0.9998165965080261,CBE,1
77,"Very good app, but please make it reliable . it crashes sometimes .",positive,0.9649853706359863,CBE,4
78,very busy I don't know why... I prefer 889,negative,0.9991938471794128,CBE,3
79,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",negative,0.9966771602630615,CBE,4
80,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,negative,0.9986202716827393,CBE,1
81,hojii bonsaadha,positive,0.9568661451339722,CBE,5
82,user-friendly apps.because this app is easy.,positive,0.955450713634491,CBE,5
83,Awosome!!!,positive,0.6944916844367981,CBE,5
84,"Very good app,",positive,0.9998691082000732,CBE,5
85,sync problem may 22 2025 but the date stack on may 8 2025 help pls,negative,0.992516815662384,CBE,5
86,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,positive,0.9997020363807678,CBE,5
87,I hate this app 😒,negative,0.9996378421783447,CBE,1
88,trustful,positive,0.9998213648796082,CBE,5
89,I like,positive,0.9998149275779724,CBE,5
90,update issue,positive,0.5473260283470154,CBE,4
91,its not working over safari network,negative,0.9991377592086792,CBE,1
92,oldie,negative,0.6663177013397217,CBE,1
93,it doesn't work,negative,0.9997813105583191,CBE,1
94,"This app is good, and we are using it well",positive,0.999855637550354,CBE,1
95,very nice 👌 app for android phone,positive,0.9994401335716248,CBE,5
96,Yes Yes,positive,0.9997482895851135,CBE,5
97,በጣም ከርፋፋ,negative,0.7850590348243713,CBE,1
98,easy to use helpful in my life,positive,0.9981144666671753,CBE,5
99,good 👍,positive,0.9998576641082764,CBE,4
100,the best mobile banking app,positive,0.9998278617858887,CBE,5
101,"this app is very useful app,it saves time,and it is secure",positive,0.9992597699165344,CBE,4
102,it's a good application 👍,positive,0.9998123049736023,CBE,5
103,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,negative,0.9997513890266418,CBE,2
104,poor service,negative,0.9996534585952759,CBE,1
105,amazing,positive,0.999875545501709,CBE,5
106,it is reliable and easy to use.,positive,0.9998389482498169,CBE,5
107,the most annoying mobile banking app I've ever seen,negative,0.9994208812713623,CBE,1
108,Cbe mobile banking,positive,0.8304281234741211,CBE,5
109,"i can't make Screenshout in this app, please made modification",negative,0.9966920614242554,CBE,5
110,Best app I loved it,positive,0.999849796295166,CBE,5
111,nice app,positive,0.9998061060905457,CBE,5
112,Amazing applicatiom sometimes doesnt work!,negative,0.6448812484741211,CBE,5
113,well satisfied with this beautiful app,positive,0.9998588562011719,CBE,5
114,very good,positive,0.9998520612716675,CBE,4
115,best app.,positive,0.999774158000946,CBE,5
116,"not working,why???",negative,0.9995881915092468,CBE,5
117,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,negative,0.9841780066490173,CBE,5
118,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,negative,0.9996201992034912,CBE,1
119,woxe harimo ribiso,negative,0.9374371767044067,CBE,5
120,"Good ,easy to use",positive,0.9998592138290405,CBE,5
121,Good app,positive,0.9998493194580078,CBE,5
122,Good job👍,positive,0.9998576641082764,CBE,5
123,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",positive,0.9939066767692566,CBE,2
124,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,negative,0.9474120736122131,CBE,4
125,customer service is bad nothing is good about this bank,negative,0.9996613264083862,CBE,1
126,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,negative,0.992915153503418,CBE,5
127,fast and simple easy to use 👌,positive,0.9984942674636841,CBE,5
128,The fastest transferring app I ever had its so reliable,positive,0.9844427704811096,CBE,5
129,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",negative,0.9986681938171387,CBE,3
130,it's easy and fast,positive,0.9995684027671814,CBE,5
131,This app don't have self activation only you have to look near cbe branch that's disgusting,negative,0.9960438013076782,CBE,1
132,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,positive,0.999572217464447,CBE,5
133,wow best application ever,positive,0.9997984766960144,CBE,5
134,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",negative,0.9997019171714783,CBE,1
135,the pride of Ethiopian bank 🏦,positive,0.999118983745575,CBE,5
136,why the app telling me to turn of developer options please fix it.,negative,0.9990994930267334,CBE,1
137,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,positive,0.9976927042007446,CBE,5
138,amazing apps,positive,0.9998716115951538,CBE,5
139,All service of Mobile Banking,positive,0.8924251198768616,CBE,5
140,needs improvement,negative,0.9966731071472168,CBE,1
141,i miss the old one i couldn't send my mony to other bank..,negative,0.995843231678009,CBE,1
142,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,negative,0.9984410405158997,CBE,2
143,good but these week not oky,negative,0.955415666103363,CBE,4
144,well designed! Fixing bugs & two step verification with biometric... simply it's great!,positive,0.9998049139976501,CBE,5
145,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,negative,0.9975224137306213,CBE,1
146,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",positive,0.8991119265556335,CBE,5
147,CBE mobilr bankg,positive,0.8703056573867798,CBE,5
148,verygood,positive,0.9988996982574463,CBE,3
149,ممتاز جدا,negative,0.8031745553016663,CBE,5
150,it's very low quality application,negative,0.9996594190597534,CBE,1
151,Very Amazing Apps,positive,0.9998774528503418,CBE,5
152,አዛ,negative,0.6970565915107727,CBE,1
153,wow simple life,positive,0.9997076392173767,CBE,5
154,it's nice,positive,0.9998672008514404,CBE,5
155,Why stacked sometimes,negative,0.9941052198410034,CBE,5
156,okay 👍 but sometimes busy,negative,0.8515542149543762,CBE,1
157,the worst commercial company that fails to do even the most normal things again and and again.,negative,0.9997990727424622,CBE,1
158,Very good app. but disappointed by general cessation of system.,negative,0.9981188178062439,CBE,5
159,Good and fast,positive,0.9998561143875122,CBE,5
160,Unreliable!,negative,0.9997379183769226,CBE,1
161,Best the best fast,positive,0.9998427629470825,CBE,5
162,happy,positive,0.9998753070831299,CBE,5
163,fast and reliable,positive,0.9998595714569092,CBE,5
164,network errorrrrrr,negative,0.9978076815605164,CBE,2
165,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,negative,0.9982808828353882,CBE,4
166,its good and simple to use,positive,0.9998610019683838,CBE,5
167,worest app like that bank for security and network access,negative,0.9927296042442322,CBE,1
168,it's the best app i,positive,0.999834418296814,CBE,5
169,not bad not good,negative,0.9715350866317749,CBE,1
170,its very nice,positive,0.9998526573181152,CBE,5
171,do not work this week,negative,0.9977602958679199,CBE,3
172,It crashes frequently,negative,0.9993256330490112,CBE,4
173,the best,positive,0.9998332262039185,CBE,5
174,"I can simply describe this app as ""Making all your work easier"".",positive,0.8382593393325806,CBE,5
175,goid,negative,0.7086994647979736,CBE,5
176,best appearance,positive,0.9996986389160156,CBE,5
177,it's very good 👍 app,positive,0.999859094619751,CBE,5
178,I need support you,negative,0.9881443977355957,CBE,5
179,the worst Mobile banking i have ever seen in my life,negative,0.9997807145118713,CBE,1
180,super,positive,0.998783528804779,CBE,5
181,ጠጀጨገጀ።ጀገ,negative,0.8337252736091614,CBE,5
182,i like the app,positive,0.9994398951530457,CBE,5
183,the Best,positive,0.9998332262039185,CBE,1
184,to other bank is bad,negative,0.9997149109840393,CBE,1
185,tank's,negative,0.9855976700782776,CBE,5
186,its good but add more features such like. bank statement showing,positive,0.9881665110588074,CBE,5
187,it is so nice,positive,0.9998714923858643,CBE,5
188,Very Good👍,positive,0.8243637084960938,CBE,5
189,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",negative,0.9995972514152527,CBE,2
190,"wow, amazing app",positive,0.9998503923416138,CBE,5
191,use ful,negative,0.9949980974197388,CBE,5
192,Great app,positive,0.999821126461029,CBE,5
193,well app,positive,0.9993765950202942,CBE,5
194,Actually it is inactive,negative,0.9996483325958252,CBE,4
195,"slow, only one account is used",negative,0.9997527003288269,CBE,2
196,always CBE is the leading Commercial Bank💪💪💪,positive,0.9975135326385498,CBE,5
197,i like it,positive,0.9998593330383301,CBE,5
198,why removing screenshot feature why?,negative,0.9981147050857544,CBE,1
199,nice apps where network is good in connection,positive,0.9994925260543823,CBE,5
200,Thank you!!!,positive,0.9998666048049927,CBE,5
201,i can't take screenshot,negative,0.9897894263267517,CBE,1
202,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",negative,0.9861215949058533,CBE,3
203,perfectly special,positive,0.999879002571106,CBE,5
204,Fast and Reliable,positive,0.9998595714569092,CBE,5
205,The best application I have ever seen in Ethiopia banking industry.,positive,0.9997448325157166,CBE,5
206,great app!!!,positive,0.9998501539230347,CBE,5
207,because sometimes it doesn't working it load too much,negative,0.9911932349205017,CBE,3
208,"Absolutely the best app! It works flawlessly, anytime and anywhere.",positive,0.9998784065246582,CBE,5
209,very nice app ever!!!,positive,0.999826967716217,CBE,5
210,the best app,positive,0.9998469352722168,CBE,5
211,Biometric security for mobile banking is not available,negative,0.9996340274810791,CBE,5
212,great,positive,0.9998630285263062,CBE,5
213,Nice service,positive,0.9998397827148438,CBE,5
214,great app,positive,0.999821126461029,CBE,5
215,it's special apps,positive,0.9995416402816772,CBE,5
216,"In the updated version of the app, it takes more time to download the receipt.",negative,0.9985652565956116,CBE,3
217,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,negative,0.9647620320320129,CBE,3
218,Good 🔥,positive,0.9998576641082764,CBE,5
219,very interesting app i am using every day fantastic,positive,0.9998443126678467,CBE,5
220,lebaa bank,negative,0.9437296390533447,CBE,5
221,Can't scan/recognize other banks' Interoperable QR Codes,negative,0.9983273148536682,CBE,1
222,OK,positive,0.9997851252555847,CBE,5
223,grateful app,positive,0.9998038411140442,CBE,5
224,100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,positive,0.9974650144577026,CBE,5
225,everthing wellbeok,negative,0.7055779695510864,CBE,3
226,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",negative,0.9963226318359375,CBE,4
227,nice app 👌,positive,0.9996724128723145,CBE,5
228,why did this app is not screenshot,negative,0.9989493489265442,CBE,5
229,it so good app,positive,0.999868631362915,CBE,5
230,جميل,positive,0.9271727204322815,CBE,5
231,"less network, specially to make fee for utility purpose",negative,0.994688868522644,CBE,1
232,simply for used,negative,0.9918004870414734,CBE,4
233,wow keep up,positive,0.9998539686203003,CBE,5
234,its great app but when updating we can't take screen shot please try to fix it,negative,0.9934490323066711,CBE,3
235,good one,positive,0.9998288154602051,CBE,5
236,everything is easy thank you cebe,positive,0.9998396635055542,CBE,5
237,ፈጣን ቀልጣፋ,negative,0.7850590348243713,CBE,5
238,ጎበዝ,negative,0.6970565915107727,CBE,5
239,but this app says can't sync,negative,0.9988365769386292,CBE,5
240,waw,negative,0.7346178889274597,CBE,5
241,to slow,negative,0.9994872808456421,CBE,3
242,work on screen shot system,negative,0.5902671217918396,CBE,4
243,very very nice aplication,positive,0.9998292922973633,CBE,1
244,wonder full and it is easy to use,positive,0.9996142387390137,CBE,5
245,easy and reliable,positive,0.9998584985733032,CBE,2
246,it is Very Useful app 👍,positive,0.994536280632019,CBE,5
247,perfect app,positive,0.9998340606689453,CBE,5
248,I like it.,positive,0.9998694658279419,CBE,5
249,bugs,negative,0.9988303780555725,CBE,3
250,commerial Bank,negative,0.6810258030891418,CBE,5
251,Genat biru,negative,0.966159999370575,CBE,2
252,🙏,negative,0.6970565915107727,CBE,5
253,it is good but it doesn't allow screen shot,positive,0.6723125576972961,CBE,4
254,the best one,positive,0.9998371601104736,CBE,5
255,You need to copy many things from other bank apps like Amole(Dashen),negative,0.9967620372772217,CBE,2
256,bring back the screenshot feature.,positive,0.9942916631698608,CBE,1
257,Good!👍,positive,0.9998579025268555,CBE,3
258,best app to experience him that to smooth transaction among the customers,positive,0.9985142350196838,CBE,1
259,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,negative,0.9551454782485962,CBE,4
260,easy to use,positive,0.9988542795181274,CBE,5
261,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",positive,0.9998189806938171,CBE,5
262,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,negative,0.881923258304596,CBE,5
263,before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,negative,0.9973511695861816,CBE,3
264,cool ❤,positive,0.9997991919517517,CBE,4
265,Best app,positive,0.999686598777771,CBE,5
266,best banking App,positive,0.999736487865448,CBE,4
267,satisfied,positive,0.9997212290763855,CBE,5
268,this app is very necessary app many people found it,positive,0.9980692267417908,CBE,5
269,cbe very active Bank I'm using CBE app very very satisfaction,positive,0.989459753036499,CBE,5
270,It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,positive,0.9997400641441345,CBE,5
271,perfect,positive,0.9998517036437988,CBE,5
272,thankyou,positive,0.9998428821563721,CBE,5
273,I Like it,positive,0.9998593330383301,CBE,5
274,"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",negative,0.9986600875854492,CBE,1
275,smart app,positive,0.999789297580719,CBE,5
276,isin ga'a,positive,0.7607281804084778,CBE,2
277,it's great,positive,0.9998691082000732,CBE,5
278,very good app and stars faction with work,positive,0.9998588562011719,CBE,5
279,It is excelent,positive,0.9998881816864014,CBE,5
280,Smart,positive,0.9998456239700317,CBE,5
281,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,negative,0.9570208191871643,CBE,3
282,very interesting app,positive,0.9997968077659607,CBE,5
283,wow.......cbe.....keep it up.....!!!!!!,positive,0.9985969662666321,CBE,5
284,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,negative,0.9510265588760376,CBE,5
285,Excellent🙏app,negative,0.6970565915107727,CBE,5
286,the most useful,positive,0.9997223019599915,CBE,5
287,I am more satisfied in this app . More sure you have to secure.,positive,0.9787841439247131,CBE,4
288,Easy to use,positive,0.9988542795181274,CBE,5
289,"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",negative,0.9585953950881958,CBE,4
290,Excellent !!!,positive,0.9998651742935181,CBE,5
291,always we relay on,positive,0.9971832633018494,CBE,5
292,I'm lucky to have this🙏 thank you CBE.,positive,0.9997507929801941,CBE,5
293,it's need more improvement like Tellbirr.,negative,0.999363124370575,CBE,4
294,goode app,positive,0.9997406601905823,CBE,5
295,a very nice app.👍👍👍,positive,0.9998323917388916,CBE,5
296,safe easy & fast,positive,0.9997115731239319,CBE,5
297,it's good app,positive,0.9998689889907837,CBE,5
298,It is veary useful app but screen shout was impossible .solve this problem,negative,0.9958590865135193,CBE,5
299,ጥሩ ነው,negative,0.7850590348243713,CBE,5
300,እጅግ በጣም ጥሩ አፕ,negative,0.8616330027580261,CBE,5
301,በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,negative,0.9528433680534363,CBE,5
302,suitable app,positive,0.9997665286064148,CBE,4
303,Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,negative,0.9995038509368896,CBE,1
304,best transaction method of financial,positive,0.9995972514152527,CBE,5
305,#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,positive,0.9995881915092468,CBE,5
306,It literarily don't work at all,negative,0.9995075464248657,CBE,4
307,good give us plus,positive,0.9998716115951538,CBE,5
308,"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",positive,0.9895473718643188,CBE,4
309,before update it was able to screenshot while after update I can't able to screenshot the transfere details,negative,0.9852171540260315,CBE,4
310,Tnc Cbe,positive,0.9070308804512024,CBE,5
311,it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,negative,0.9151973128318787,CBE,4
312,great apps,positive,0.9998534917831421,CBE,5
313,Excellent,positive,0.9998434782028198,CBE,5
314,Great app!,positive,0.9998462200164795,CBE,4
315,CBE,positive,0.9966009855270386,CBE,5
316,very good 👍 👏,positive,0.9998593330383301,CBE,5
317,great when it works,positive,0.9998693466186523,CBE,5
318,"the app is very good, but why screenshots is impossible?",negative,0.981265127658844,CBE,5
319,excellent match application,positive,0.9998453855514526,CBE,5
320,The Best app😍😍😍,positive,0.9998503923416138,CBE,5
321,excellent app,positive,0.9998356103897095,CBE,5
322,easy to use and user friendly,positive,0.9979179501533508,CBE,5
323,very nice,positive,0.9998563528060913,CBE,5
324,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,negative,0.9200406670570374,CBE,3
325,well software,positive,0.999262273311615,CBE,5
326,ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,negative,0.8832131028175354,CBE,4
327,CBE very good apps,positive,0.9998394250869751,CBE,5
328,"This application fast, secure and more convenient. Thanks CBE",positive,0.9992094039916992,CBE,5
329,excellent service,positive,0.9998576641082764,CBE,5
330,it's best,positive,0.999842643737793,CBE,5
331,Why didn't you display cash transactions and bank statement in the mobile banking app?,negative,0.9976195693016052,CBE,4
332,Amazing app,positive,0.9998670816421509,CBE,5
333,our legitimate bank,positive,0.9954161643981934,CBE,4
334,Ever and never seen this kind of app I proud my CBE,positive,0.9952196478843689,CBE,5
335,very good and safe for me!,positive,0.9998769760131836,CBE,5
336,it is best bank,positive,0.9997767806053162,CBE,5
337,"very good, but sometimes....",positive,0.9997310042381287,CBE,4
338,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,negative,0.972727358341217,CBE,5
339,Why not allowed to pay for fuel?,negative,0.9974955916404724,CBE,4
340,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,negative,0.9962796568870544,CBE,5
341,ቆንጆ ነው,negative,0.7850590348243713,CBE,5
342,Great version,positive,0.9998726844787598,CBE,5
343,Good and easy to use,positive,0.9998656511306763,CBE,5
344,nice app and fast money transfer,positive,0.9994321465492249,CBE,5
345,Really automated...,positive,0.8894475102424622,CBE,5
346,good App,positive,0.9998493194580078,CBE,5
347,bek betam kelal,positive,0.9325478076934814,CBE,5
348,ምርጥ አፕ ነው ተመችቶኛል❤❤,negative,0.8616330027580261,CBE,3
349,Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,negative,0.9968405961990356,CBE,4
350,"very good, keep it up",positive,0.9998643398284912,CBE,5
351,there is some issue the process it delay,negative,0.9957571625709534,CBE,3
352,what an amazing application in Ethiopian Banking industry which is very interested one!,positive,0.9997572302818298,CBE,5
353,interesting,positive,0.9998446702957153,CBE,3
354,simple&fast!!!,positive,0.9997504353523254,CBE,5
355,it is very good app,positive,0.9998699426651001,CBE,5
356,It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,positive,0.999854326248169,CBE,5
357,Very God thanks,positive,0.9993305206298828,CBE,5
358,The sum is good.,positive,0.9998589754104614,CBE,3
359,best of bests,positive,0.99969482421875,CBE,5
360,am happy thank you CBE🫡,positive,0.9998605251312256,CBE,5
361,it's very nice 👍.,positive,0.9998632669448853,CBE,5
362,"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",negative,0.9945583343505859,CBE,3
363,Very good,positive,0.9998520612716675,CBE,5
364,halan garidhaa cbe,positive,0.9760899543762207,CBE,5
365,best apps for useing,positive,0.9989523887634277,CBE,5
366,like it,positive,0.9997184872627258,CBE,5
367,Good apps ...But fix the screenshot its not easy like before ......,negative,0.9470352530479431,CBE,5
368,l love it,positive,0.9998722076416016,CBE,5
369,"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",negative,0.9912715554237366,CBE,5
