review_id,review_text,sentiment_label,sentiment_score,bank,rating,clean_text,theme
66,ok,positive,0.9997851252555848,CBE,1,ok,Other
67,Fantastic,positive,0.9998743534088136,CBE,5,fantastic,Positive Feedback
68,accessible to using,positive,0.999116837978363,CBE,5,accessible,Account Access
69,I like it,positive,0.99985933303833,CBE,4,like,Other
70,why you change default network?,negative,0.9962357878684998,CBE,5,change default network,UI/UX
71,very nice 👍,positive,0.999857783317566,CBE,5,nice,Positive Feedback
72,nice fast app,positive,0.999833345413208,CBE,5,nice fast app,Positive Feedback
73,how to I get my money,negative,0.9934091567993164,CBE,5,money,Transaction
74,"Very bad, can't even load they need to improve their services.",negative,0.999816596508026,CBE,1,bad load need improve service,"Customer Support, Feature Request, Negative Feedback"
75,"Very good app, but please make it reliable . it crashes sometimes .",positive,0.9649853706359864,CBE,4,good app reliable crash,"UI/UX, Positive Feedback"
76,very busy I don't know why... I prefer 889,negative,0.9991938471794128,CBE,3,busy know prefer,Other
77,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",negative,0.9966771602630616,CBE,4,nasty lag hour fix rest,UI/UX
78,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,negative,0.9986202716827391,CBE,1,boring mobil banking application ethiopia use alternative private bank mobile banking app,User Experience
79,hojii bonsaadha,positive,0.9568661451339722,CBE,5,hojii bonsaadha,Other
80,user-friendly apps.because this app is easy.,positive,0.955450713634491,CBE,5,user friendly app easy,User Experience
81,Awosome!!!,positive,0.6944916844367981,CBE,5,awosome,Other
82,"Very good app,",positive,0.9998691082000732,CBE,5,good app,Positive Feedback
83,sync problem may 22 2025 but the date stack on may 8 2025 help pls,negative,0.992516815662384,CBE,5,sync problem date stack help pls,"Customer Support, Negative Feedback"
84,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,positive,0.9997020363807678,CBE,5,ይህ መተግበሪያ በጣም ጥሩ ነው app nice,Positive Feedback
85,I hate this app 😒,negative,0.9996378421783448,CBE,1,hate app,Other
86,trustful,positive,0.9998213648796082,CBE,5,trustful,Other
87,I like,positive,0.9998149275779724,CBE,5,like,Other
88,update issue,positive,0.5473260283470154,CBE,4,update issue,UI/UX
89,its not working over safari network,negative,0.9991377592086792,CBE,1,work safari network,UI/UX
90,oldie,negative,0.6663177013397217,CBE,1,oldie,Other
91,it doesn't work,negative,0.9997813105583192,CBE,1,work,Other
92,"This app is good, and we are using it well",positive,0.999855637550354,CBE,1,app good,Positive Feedback
93,very nice 👌 app for android phone,positive,0.9994401335716248,CBE,5,nice app android phone,Positive Feedback
94,Yes Yes,positive,0.9997482895851136,CBE,5,yes yes,Other
95,በጣም ከርፋፋ,negative,0.7850590348243713,CBE,1,በጣም ከርፋፋ,Other
96,easy to use helpful in my life,positive,0.9981144666671752,CBE,5,easy use helpful life,"Customer Support, User Experience"
97,good 👍,positive,0.9998576641082764,CBE,4,good,Positive Feedback
98,the best mobile banking app,positive,0.9998278617858888,CBE,5,good mobile banking app,Positive Feedback
99,"this app is very useful app,it saves time,and it is secure",positive,0.9992597699165344,CBE,4,app useful app save time secure,"Security, User Experience"
100,it's a good application 👍,positive,0.9998123049736024,CBE,5,good application,Positive Feedback
101,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,negative,0.9997513890266418,CBE,2,screenshot reffresh option annoying make transaction delay activity,"Transaction, Feature Request"
102,poor service,negative,0.999653458595276,CBE,1,poor service,"Customer Support, Negative Feedback"
103,amazing,positive,0.999875545501709,CBE,5,amazing,Positive Feedback
104,it is reliable and easy to use.,positive,0.9998389482498168,CBE,5,reliable easy use,User Experience
105,the most annoying mobile banking app I've ever seen,negative,0.9994208812713624,CBE,1,annoying mobile banking app see,Other
106,Cbe mobile banking,positive,0.8304281234741211,CBE,5,cbe mobile banking,Other
107,"i can't make Screenshout in this app, please made modification",negative,0.9966920614242554,CBE,5,screenshout app modification,Other
108,Best app I loved it,positive,0.999849796295166,CBE,5,good app love,Positive Feedback
109,nice app,positive,0.9998061060905457,CBE,5,nice app,Positive Feedback
110,Amazing applicatiom sometimes doesnt work!,negative,0.6448812484741211,CBE,5,amazing applicatiom not work,Positive Feedback
111,well satisfied with this beautiful app,positive,0.999858856201172,CBE,5,satisfied beautiful app,Other
112,very good,positive,0.9998520612716676,CBE,4,good,Positive Feedback
113,best app.,positive,0.999774158000946,CBE,5,good app,Positive Feedback
114,"not working,why???",negative,0.9995881915092468,CBE,5,work,Other
115,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,negative,0.9841780066490172,CBE,5,great impact developer option turnoff fix,"UI/UX, Feature Request, Positive Feedback"
116,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,negative,0.9996201992034912,CBE,1,disappointing especially ios similar local application extremely superior application disappointing,"Positive Feedback, Negative Feedback"
117,woxe harimo ribiso,negative,0.9374371767044068,CBE,5,woxe harimo ribiso,Other
118,"Good ,easy to use",positive,0.9998592138290404,CBE,5,good easy use,"Positive Feedback, User Experience"
119,Good app,positive,0.9998493194580078,CBE,5,good app,Positive Feedback
120,Good job👍,positive,0.9998576641082764,CBE,5,good job,Positive Feedback
121,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",positive,0.9939066767692566,CBE,2,kindly ask update app allow screenshot convenient efficient long add security access reason block screenshoote screen,"Account Access, UI/UX, Security, Feature Request, User Experience"
122,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,negative,0.9474120736122132,CBE,4,cbe mobile banking app overall appreciate feutere nottice turn developer option divice app stop function prorerly great look issue l need access developer setting otter application thankyou attention matter,"Account Access, Feature Request, Positive Feedback"
123,customer service is bad nothing is good about this bank,negative,0.9996613264083862,CBE,1,customer service bad good bank,"Customer Support, Positive Feedback, Negative Feedback"
124,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,negative,0.992915153503418,CBE,5,amazing mobile banking app screenshot receipt not work,Positive Feedback
125,fast and simple easy to use 👌,positive,0.998494267463684,CBE,5,fast simple easy use,User Experience
126,The fastest transferring app I ever had its so reliable,positive,0.9844427704811096,CBE,5,fast transferring app reliable,Transaction
127,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",negative,0.9986681938171388,CBE,3,fund transfer bank reflect account confirmation text message receive,Transaction
128,it's easy and fast,positive,0.9995684027671814,CBE,5,easy fast,User Experience
129,This app don't have self activation only you have to look near cbe branch that's disgusting,negative,0.9960438013076782,CBE,1,app self activation look near cbe branch disgusting,Other
130,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,positive,0.999572217464447,CBE,5,hello dear cbe office personnel benefit interest free account thank help,"Customer Support, Positive Feedback"
131,wow best application ever,positive,0.9997984766960144,CBE,5,wow good application,Positive Feedback
132,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",negative,0.9997019171714784,CBE,1,sorry developer mode application hack sure developer stupid not make sense,Other
133,the pride of Ethiopian bank 🏦,positive,0.999118983745575,CBE,5,pride ethiopian bank,Other
134,why the app telling me to turn of developer options please fix it.,negative,0.9990994930267334,CBE,1,app tell turn developer option fix,"UI/UX, Feature Request"
135,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,positive,0.9976927042007446,CBE,5,happy small prob transfer not transfer cashe bil dic,Transaction
136,amazing apps,positive,0.9998716115951538,CBE,5,amazing app,Positive Feedback
137,All service of Mobile Banking,positive,0.8924251198768616,CBE,5,service mobile banking,Customer Support
138,needs improvement,negative,0.9966731071472168,CBE,1,need improvement,Feature Request
139,i miss the old one i couldn't send my mony to other bank..,negative,0.995843231678009,CBE,1,miss old send mony bank,Transaction
140,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,negative,0.9984410405158995,CBE,2,app recently crush time open try transfer good lesson dashen super app ethiotelecom befit experience glory make friendly convenient consider leave cbe good,"Transaction, Positive Feedback, User Experience"
141,good but these week not oky,negative,0.955415666103363,CBE,4,good week oky,Positive Feedback
142,well designed! Fixing bugs & two step verification with biometric... simply it's great!,positive,0.99980491399765,CBE,5,design fix bug step verification biometric simply great,"Account Access, UI/UX, Positive Feedback"
143,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,negative,0.9975224137306212,CBE,1,developer read fix screenshot functionality download button work flawlessly touch time,"UI/UX, User Experience"
144,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",positive,0.8991119265556335,CBE,5,great thing place transfer bank face like mobile charge card place,"Transaction, Positive Feedback"
145,CBE mobilr bankg,positive,0.8703056573867798,CBE,5,cbe mobilr bankg,Other
146,verygood,positive,0.9988996982574464,CBE,3,verygood,Positive Feedback
147,ممتاز جدا,negative,0.8031745553016663,CBE,5,ممتاز جدا,Other
148,it's very low quality application,negative,0.9996594190597534,CBE,1,low quality application,Other
149,Very Amazing Apps,positive,0.9998774528503418,CBE,5,amazing apps,Positive Feedback
150,አዛ,negative,0.6970565915107727,CBE,1,አዛ,Other
151,wow simple life,positive,0.9997076392173768,CBE,5,wow simple life,"Positive Feedback, User Experience"
152,it's nice,positive,0.9998672008514404,CBE,5,nice,Positive Feedback
153,Why stacked sometimes,negative,0.9941052198410034,CBE,5,stack,Other
154,okay 👍 but sometimes busy,negative,0.8515542149543762,CBE,1,okay busy,Other
155,the worst commercial company that fails to do even the most normal things again and and again.,negative,0.9997990727424622,CBE,1,bad commercial company fail normal thing,Negative Feedback
156,Very good app. but disappointed by general cessation of system.,negative,0.998118817806244,CBE,5,good app disappoint general cessation system,"UI/UX, Positive Feedback, Negative Feedback"
157,Good and fast,positive,0.9998561143875122,CBE,5,good fast,Positive Feedback
158,Unreliable!,negative,0.9997379183769226,CBE,1,unreliable,Other
159,Best the best fast,positive,0.9998427629470824,CBE,5,well good fast,Positive Feedback
160,happy,positive,0.99987530708313,CBE,5,happy,Other
161,fast and reliable,positive,0.9998595714569092,CBE,5,fast reliable,Other
162,network errorrrrrr,negative,0.9978076815605164,CBE,2,network errorrrrrr,UI/UX
163,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,negative,0.9982808828353882,CBE,4,good app problem send money telebirr mpesa add use,"Transaction, Feature Request, Positive Feedback, Negative Feedback, User Experience"
164,its good and simple to use,positive,0.9998610019683838,CBE,5,good simple use,"Positive Feedback, User Experience"
165,worest app like that bank for security and network access,negative,0.9927296042442322,CBE,1,wor app like bank security network access,"Account Access, UI/UX, Security"
166,it's the best app i,positive,0.999834418296814,CBE,5,good app,Positive Feedback
167,not bad not good,negative,0.9715350866317748,CBE,1,bad good,"Positive Feedback, Negative Feedback"
168,its very nice,positive,0.9998526573181152,CBE,5,nice,Positive Feedback
169,do not work this week,negative,0.99776029586792,CBE,3,work week,Other
170,It crashes frequently,negative,0.9993256330490112,CBE,4,crash frequently,UI/UX
171,the best,positive,0.9998332262039183,CBE,5,good,Positive Feedback
172,"I can simply describe this app as ""Making all your work easier"".",positive,0.8382593393325806,CBE,5,simply describe app make work easy,User Experience
173,goid,negative,0.7086994647979736,CBE,5,goid,Other
174,best appearance,positive,0.9996986389160156,CBE,5,good appearance,Positive Feedback
175,it's very good 👍 app,positive,0.999859094619751,CBE,5,good app,Positive Feedback
176,I need support you,negative,0.9881443977355956,CBE,5,need support,"Customer Support, Feature Request"
177,the worst Mobile banking i have ever seen in my life,negative,0.9997807145118712,CBE,1,bad mobile banking see life,Negative Feedback
178,super,positive,0.998783528804779,CBE,5,super,Positive Feedback
180,i like the app,positive,0.9994398951530457,CBE,5,like app,Other
181,the Best,positive,0.9998332262039183,CBE,1,good,Positive Feedback
182,to other bank is bad,negative,0.9997149109840392,CBE,1,bank bad,Negative Feedback
183,tank's,negative,0.9855976700782776,CBE,5,tank,Other
184,its good but add more features such like. bank statement showing,positive,0.9881665110588074,CBE,5,good add feature like bank statement show,"Feature Request, Positive Feedback"
185,it is so nice,positive,0.9998714923858644,CBE,5,nice,Positive Feedback
186,Very Good👍,positive,0.8243637084960938,CBE,5,good,Positive Feedback
187,"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",negative,0.9995972514152528,CBE,2,frequent experience cbe app critical time failure suspend payment air day zero explanation deduct sender account deposit receiver act fatal error bank company app force banking corporation consent employer user correspond corporation,"Transaction, User Experience"
188,"wow, amazing app",positive,0.9998503923416138,CBE,5,wow amazing app,Positive Feedback
189,use ful,negative,0.9949980974197388,CBE,5,use ful,User Experience
190,Great app,positive,0.999821126461029,CBE,5,great app,Positive Feedback
191,well app,positive,0.9993765950202942,CBE,5,app,Other
192,Actually it is inactive,negative,0.9996483325958252,CBE,4,actually inactive,Other
193,"slow, only one account is used",negative,0.9997527003288268,CBE,2,slow account,UI/UX
194,always CBE is the leading Commercial Bank💪💪💪,positive,0.9975135326385498,CBE,5,cbe lead commercial bank,Other
195,i like it,positive,0.99985933303833,CBE,5,like,Other
196,why removing screenshot feature why?,negative,0.9981147050857544,CBE,1,remove screenshot feature,Feature Request
197,nice apps where network is good in connection,positive,0.9994925260543824,CBE,5,nice app network good connection,"UI/UX, Positive Feedback"
198,Thank you!!!,positive,0.9998666048049928,CBE,5,thank,Positive Feedback
199,i can't take screenshot,negative,0.9897894263267516,CBE,1,screenshot,Other
200,"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",negative,0.9861215949058532,CBE,3,update system well well march update allow screenshot guy understand quick significant thing add extra step make process draw,"Account Access, UI/UX, Feature Request"
201,perfectly special,positive,0.999879002571106,CBE,5,perfectly special,Positive Feedback
202,Fast and Reliable,positive,0.9998595714569092,CBE,5,fast reliable,Other
203,The best application I have ever seen in Ethiopia banking industry.,positive,0.9997448325157166,CBE,5,good application see ethiopia banking industry,Positive Feedback
204,great app!!!,positive,0.9998501539230348,CBE,5,great app,Positive Feedback
205,because sometimes it doesn't working it load too much,negative,0.9911932349205016,CBE,3,work load,Other
206,"Absolutely the best app! It works flawlessly, anytime and anywhere.",positive,0.9998784065246582,CBE,5,absolutely good app work flawlessly anytime,Positive Feedback
207,very nice app ever!!!,positive,0.999826967716217,CBE,5,nice app,Positive Feedback
208,the best app,positive,0.9998469352722168,CBE,5,good app,Positive Feedback
209,Biometric security for mobile banking is not available,negative,0.9996340274810792,CBE,5,biometric security mobile banking available,Security
210,great,positive,0.9998630285263062,CBE,5,great,Positive Feedback
211,Nice service,positive,0.9998397827148438,CBE,5,nice service,"Customer Support, Positive Feedback"
212,great app,positive,0.999821126461029,CBE,5,great app,Positive Feedback
213,it's special apps,positive,0.9995416402816772,CBE,5,special app,Other
214,"In the updated version of the app, it takes more time to download the receipt.",negative,0.9985652565956116,CBE,3,update version app take time download receipt,UI/UX
215,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,negative,0.9647620320320128,CBE,3,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው,Other
216,Good 🔥,positive,0.9998576641082764,CBE,5,good,Positive Feedback
217,very interesting app i am using every day fantastic,positive,0.9998443126678468,CBE,5,interesting app day fantastic,Positive Feedback
218,lebaa bank,negative,0.9437296390533448,CBE,5,lebaa bank,Other
219,Can't scan/recognize other banks' Interoperable QR Codes,negative,0.9983273148536682,CBE,1,scan recognize bank interoperable qr code,Other
220,OK,positive,0.9997851252555848,CBE,5,ok,Other
221,grateful app,positive,0.9998038411140442,CBE,5,grateful app,Other
223,everthing wellbeok,negative,0.7055779695510864,CBE,3,everthe wellbeok,Other
224,"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",negative,0.9963226318359376,CBE,4,mobile banking app fast user friendly issue encounter access bank statement app kindly request feature add similar offer private bank mobile banking app,"Account Access, Feature Request, User Experience"
225,nice app 👌,positive,0.9996724128723145,CBE,5,nice app,Positive Feedback
226,why did this app is not screenshot,negative,0.9989493489265442,CBE,5,app screenshot,Other
227,it so good app,positive,0.999868631362915,CBE,5,good app,Positive Feedback
228,جميل,positive,0.9271727204322816,CBE,5,جميل,Other
229,"less network, specially to make fee for utility purpose",negative,0.994688868522644,CBE,1,network specially fee utility purpose,UI/UX
230,simply for used,negative,0.9918004870414734,CBE,4,simply,Other
231,wow keep up,positive,0.9998539686203004,CBE,5,wow,Positive Feedback
232,its great app but when updating we can't take screen shot please try to fix it,negative,0.9934490323066713,CBE,3,great app update screen shot try fix,"UI/UX, Positive Feedback"
233,good one,positive,0.9998288154602052,CBE,5,good,Positive Feedback
234,everything is easy thank you cebe,positive,0.9998396635055542,CBE,5,easy thank cebe,"Positive Feedback, User Experience"
235,ፈጣን ቀልጣፋ,negative,0.7850590348243713,CBE,5,ፈጣን ቀልጣፋ,Other
236,ጎበዝ,negative,0.6970565915107727,CBE,5,ጎበዝ,Other
237,but this app says can't sync,negative,0.9988365769386292,CBE,5,app say sync,Other
238,waw,negative,0.7346178889274597,CBE,5,waw,Other
239,to slow,negative,0.999487280845642,CBE,3,slow,UI/UX
240,work on screen shot system,negative,0.5902671217918396,CBE,4,work screen shot system,UI/UX
241,very very nice aplication,positive,0.9998292922973632,CBE,1,nice aplication,Positive Feedback
242,wonder full and it is easy to use,positive,0.9996142387390136,CBE,5,wonder easy use,User Experience
243,easy and reliable,positive,0.9998584985733032,CBE,2,easy reliable,User Experience
244,it is Very Useful app 👍,positive,0.994536280632019,CBE,5,useful app,User Experience
245,perfect app,positive,0.9998340606689452,CBE,5,perfect app,Positive Feedback
246,I like it.,positive,0.999869465827942,CBE,5,like,Other
247,bugs,negative,0.9988303780555724,CBE,3,bug,UI/UX
248,commerial Bank,negative,0.6810258030891418,CBE,5,commerial bank,Other
249,Genat biru,negative,0.966159999370575,CBE,2,genat biru,Other
251,it is good but it doesn't allow screen shot,positive,0.6723125576972961,CBE,4,good allow screen shot,Positive Feedback
252,the best one,positive,0.9998371601104736,CBE,5,good,Positive Feedback
253,You need to copy many things from other bank apps like Amole(Dashen),negative,0.9967620372772216,CBE,2,need copy thing bank app like,Feature Request
254,bring back the screenshot feature.,positive,0.9942916631698608,CBE,1,bring screenshot feature,Feature Request
255,Good!👍,positive,0.9998579025268556,CBE,3,good,Positive Feedback
256,best app to experience him that to smooth transaction among the customers,positive,0.9985142350196838,CBE,1,good app experience smooth transaction customer,"Transaction, Customer Support, Positive Feedback"
257,nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,negative,0.9551454782485962,CBE,4,nice app suitable use weak need data connection hoping fix offline give rate,"UI/UX, Feature Request, Positive Feedback, User Experience"
258,easy to use,positive,0.9988542795181274,CBE,5,easy use,User Experience
259,"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",positive,0.9998189806938172,CBE,5,good job cbe team mobile app design way simple intuitive navigate great effectively handle essential banking task need perform regularly practical reliable tool make everyday banking convenient thank useful application,"Account Access, Feature Request, Positive Feedback, User Experience"
